name,id,shortName,numerator,denominator
Proportion of under 1 year receiving OPV 2,KH4eOYS7USz,OPV 2 Coverage,#{OLlWZUfLtsR.ieuodyY5ybC},#{pMbuvKvH4rg.NhSoXUMPK2K}
Proportion of under 1 year receiving OPV birth dose ,QYUkPEhnhBX,OPV birth dose coverage,#{iX5pEjcJowF.ieuodyY5ybC},#{pMbuvKvH4rg.NhSoXUMPK2K}
Proportion of under 1 year receiving Pneumococal1 ,UU3Ngfx8Wep,Pneumococal1 coverage,#{L2dPeH9VkBc.ieuodyY5ybC},#{pMbuvKvH4rg}
Proportion of under 1 year receiving Rota 2,U0faEd0ybJL,Proportion of <1yrs given Rota 2,#{ZbGbUEnRxs1.ieuodyY5ybC},#{pMbuvKvH4rg}
Proportion of under 1 year receiving Rota 3,ZYKMn8f1btQ,Proportion of <1yrs given Rota 3,#{EsbbHHhwz5r.ieuodyY5ybC},#{pMbuvKvH4rg}
Proportion of under 1 year receiving Yellow Fever,pLSCG0MabCk,Yellow Fever Coverage,#{PJCUSyQ6Ahv.ieuodyY5ybC},#{pMbuvKvH4rg}
Proportion of under 1 year receiving receiving IPV,vwT4sgPezoL,Proportion of <1years receiving IPV,#{gw4Zog5qvBy.ieuodyY5ybC},#{pMbuvKvH4rg}
Proportion of under 1 year receiving vaccine against Measles and Rubella 1,biBPl5GYQNH,Measles & Rubella 1 coverage,#{sRbqc5gBQhI.ieuodyY5ybC},#{pMbuvKvH4rg}
Proportion of under two years receiving  vaccine against Measles and Rubella 2,OLNeFVlozVb,Proportion of <1yrs given MR2,#{Jw3alL29ZEi} ,#{pMbuvKvH4rg}
Proportion of women 25-49 years of age with a positive cervical cancer screening test who received treatment for pre-cancerous lesions,NYKM1wOqwW5,Prop 25-49 ypositive cervical canceions,(#{Yv6LiN65lCJ.fxXNsn1ppIe} + #{Yv6LiN65lCJ.gLkLCkCx1Ad} + #{Yv6LiN65lCJ.SMt1XYz1xId} + #{MIQ3HgFlHnS.fxXNsn1ppIe} + #{MIQ3HgFlHnS.gLkLCkCx1Ad} + #{MIQ3HgFlHnS.SMt1XYz1xId} + #{uXi8AjF8YR0.fxXNsn1ppIe} + #{uXi8AjF8YR0.gLkLCkCx1Ad} + #{uXi8AjF8YR0.SMt1XYz1xId} + #{lx4fx2bluTm.fxXNsn1ppIe} + #{lx4fx2bluTm.gLkLCkCx1Ad} + #{lx4fx2bluTm.SMt1XYz1xId}),(#{xBjAMa2KFwD.fxXNsn1ppIe} + #{xBjAMa2KFwD.gLkLCkCx1Ad} + #{xBjAMa2KFwD.SMt1XYz1xId} + #{wYHt86csbhn.fxXNsn1ppIe} + #{wYHt86csbhn.gLkLCkCx1Ad} + #{wYHt86csbhn.SMt1XYz1xId} + #{KLQZDP0ycOY.fxXNsn1ppIe} + #{KLQZDP0ycOY.gLkLCkCx1Ad} + #{KLQZDP0ycOY.SMt1XYz1xId})
Proportion of women 25-49 years of age with screened for cervical cancer with a positive result ,LvfWRKydeiH,Propwomen 25-49 yrs with cacxcer with a pos ,(#{xBjAMa2KFwD.fxXNsn1ppIe} + #{xBjAMa2KFwD.gLkLCkCx1Ad} + #{xBjAMa2KFwD.SMt1XYz1xId} + #{wYHt86csbhn.fxXNsn1ppIe} + #{wYHt86csbhn.gLkLCkCx1Ad} + #{wYHt86csbhn.SMt1XYz1xId} + #{KLQZDP0ycOY.fxXNsn1ppIe} + #{KLQZDP0ycOY.gLkLCkCx1Ad} + #{KLQZDP0ycOY.SMt1XYz1xId}),(#{rFtB3keaVWm.fxXNsn1ppIe} + #{rFtB3keaVWm.gLkLCkCx1Ad} + #{rFtB3keaVWm.SMt1XYz1xId} + #{gQro1y7Rsbq.fxXNsn1ppIe} + #{gQro1y7Rsbq.gLkLCkCx1Ad} + #{gQro1y7Rsbq.SMt1XYz1xId} + #{VR7vdS7P0Gb.fxXNsn1ppIe} + #{VR7vdS7P0Gb.gLkLCkCx1Ad} + #{VR7vdS7P0Gb.SMt1XYz1xId})
Proportion of women 40-74 years screened for breast cancer with abnormal screening results,FTwZW8DZe0L,Prop women 40-74 breast abnormal results,(#{XEX93uLsAm2.BOlkmyThYPV} + #{XEX93uLsAm2.MCjWEzxjm9Z} + #{cLlPY6DlvW7.BOlkmyThYPV} + #{cLlPY6DlvW7.MCjWEzxjm9Z} + #{NPiyy6QSi7I.BOlkmyThYPV} + #{NPiyy6QSi7I.MCjWEzxjm9Z} + #{mJrNfjiiNDE.BOlkmyThYPV} + #{mJrNfjiiNDE.MCjWEzxjm9Z} + #{Sorvgq7NDug.BOlkmyThYPV} + #{Sorvgq7NDug.MCjWEzxjm9Z} + #{bi1ipJR6zNJ.BOlkmyThYPV} + #{bi1ipJR6zNJ.MCjWEzxjm9Z} + #{APhWHU4KLWF.BOlkmyThYPV} + #{APhWHU4KLWF.MCjWEzxjm9Z}),(#{cXe64Yk0QMY.BOlkmyThYPV} + #{cXe64Yk0QMY.MCjWEzxjm9Z} + #{XEX93uLsAm2.BOlkmyThYPV} + #{XEX93uLsAm2.MCjWEzxjm9Z} + #{MmffJIuHxFm.BOlkmyThYPV} + #{MmffJIuHxFm.MCjWEzxjm9Z} + #{cLlPY6DlvW7.BOlkmyThYPV} + #{cLlPY6DlvW7.MCjWEzxjm9Z} + #{NPiyy6QSi7I.BOlkmyThYPV} + #{NPiyy6QSi7I.MCjWEzxjm9Z} + #{mJrNfjiiNDE.BOlkmyThYPV} + #{mJrNfjiiNDE.MCjWEzxjm9Z} + #{T3crNg5D3Xa.BOlkmyThYPV} + #{T3crNg5D3Xa.MCjWEzxjm9Z} + #{Sorvgq7NDug.BOlkmyThYPV} + #{Sorvgq7NDug.MCjWEzxjm9Z} + #{bi1ipJR6zNJ.BOlkmyThYPV} + #{bi1ipJR6zNJ.MCjWEzxjm9Z} + #{APhWHU4KLWF.BOlkmyThYPV} + #{APhWHU4KLWF.MCjWEzxjm9Z})
Proportion of women Enrolled in HIV Care screened for Cervical Cancer,UmkI9cASZDY,prop. wmn Enrd HIV Care screened  Cervical Cancer,#{kLOV2cSRS3i},#{OL1vSu52qrw}
Proportion of women provided with IPT1 during the ANC visits,cGnlqeEOkQV,IPT 1 Coverage,#{gAKCshSgSH3.NhSoXUMPK2K},#{tmlMpIqHimf.NhSoXUMPK2K}
Proportion of women provided with IPT2 during the ANC visits,nIZFHwh1vy0,IPT 2 Coverage,#{EHGBrVPiG3N.NhSoXUMPK2K},#{tmlMpIqHimf.NhSoXUMPK2K}
Proportion of women screened at 1st ANC who test positive for syphilis ,tIhCLmmdB2h,% of 1st ANC who test positive for syphilis ,#{hZrdUVigO54},#{i5jVVTm1vI8}
Proportion of women who have postpartum cantact with a health provider within 2 day of delivery,duXznbyEgAU,Mothers receiving Postpartum Care within 48 hours,#{qahRo2120r8},#{jaPrPmor6WV} +#{rAZBTMa7Jy3} + #{sMqM8DwiAaj} + #{Kx64gGqaFVq}
Quarterly Community dialogue days held,bCrn6mOyjBF,Quarterly Community dialogue days held,#{iiJhU1VFgoO.NhSoXUMPK2K},1
Quinine (200mg) Tabs Quantity for resupply,zDx46dxDLQ5,Quinine (200mg) Tabs Quantity for resupply,((#{TH5xz4WcRI7.w77uMi1KzOH}*[days]/[days]-#{TH5xz4WcRI7.DV8l1KuASLR})*3)-#{TH5xz4WcRI7.rPAsF4cpNxm},1
Quinine (300mg) Tabs Quantity for Resupply,pDZ2fmwwVpS,Quinine (300mg) Tabs Quantity for Resupply,((#{EjdfgUUAfJO.w77uMi1KzOH}*[days]/[days]-#{EjdfgUUAfJO.DV8l1KuASLR})*3)-#{EjdfgUUAfJO.rPAsF4cpNxm},1
Quinine Injection MOS,F34j1JsLgHy,Quinine Injection MOS,#{TH5xz4WcRI7.rPAsF4cpNxm},#{TH5xz4WcRI7.w77uMi1KzOH}
Quinine Injections (600mg/2ml) Adjusted Consumption,FKbKw7VfpB6,Quinine Inject 600mg/2ml,#{qeK4CnBmpBQ.w77uMi1KzOH}*31,31-#{qeK4CnBmpBQ.DV8l1KuASLR}
Quinine Tabs (200mg) Adjusted Consumption,Xn9Jasvh7fJ,Quinine Tabs 200mg,#{TH5xz4WcRI7.w77uMi1KzOH}*31,31-#{TH5xz4WcRI7.DV8l1KuASLR}
Quinine Tabs (300mg) Adjusted Consumption,azKQf8wCkgL,Quinine Tabs 300mg,#{EjdfgUUAfJO.w77uMi1KzOH}*31,31-#{EjdfgUUAfJO.DV8l1KuASLR}
Quinine inj(600mg/2ml) Amps Quantity for resupply,z4EWxX4A0BD,Quinine inj(600mg/2ml) Amps Quantity for resupply,((#{qeK4CnBmpBQ.w77uMi1KzOH}*[days]/[days]-#{qeK4CnBmpBQ.DV8l1KuASLR})*3)-#{qeK4CnBmpBQ.rPAsF4cpNxm},1
RTK Confirmatory MOS,mba4XxmJ29j,RTK Confirmatory MOS,#{fgGcpHh5Bl6.ZxUQw1ay1cw},#{fgGcpHh5Bl6.HMJ9YZLMqo3}
RTK Tiebreaker MOS,ztYVjYFjPAL,RTK Tiebreaker MOS,#{H3PiVz5cdlS.ZxUQw1ay1cw},#{H3PiVz5cdlS.HMJ9YZLMqo3}
RTKScreening Consumption,KyL9kaPVxCN,RTKScreening Consumption,#{nNhisoZuTzR.HMJ9YZLMqo3},1
RTKScreening MOS,QAPKwjDVLqd,RTKScreening MOS,#{nNhisoZuTzR.ZxUQw1ay1cw},#{nNhisoZuTzR.HMJ9YZLMqo3}
Rapid Diagnostic Tests Adjusted Consumption,jA6S2paYxln,Rapid Diagnostic Tests,#{cPlWFYbBacW.w77uMi1KzOH}*31,31-#{cPlWFYbBacW.DV8l1KuASLR}
Rapid Diagnostic Tests Quantity for Resupply,jh3T4zwLxbU,Rapid Diagnostic Tests Quantity for Resupply,((#{cPlWFYbBacW.w77uMi1KzOH}*[days]/[days]-#{cPlWFYbBacW.DV8l1KuASLR})*3)-#{cPlWFYbBacW.rPAsF4cpNxm},1
RapidMOS,HweghoiGWkb,RapidMOS,#{nNhisoZuTzR.ZxUQw1ay1cw},#{nNhisoZuTzR.HMJ9YZLMqo3}
Ratio of facility based  Maternal deaths Scorecard,Ox2MfO5BCll,Ratio of facility based  Maternal deaths,#{eBHhfupqMHz.NhSoXUMPK2K},#{UqKC1DJnymn.NhSoXUMPK2K}
Receipts (Sources of Funds),EI4th2ByQnI,Receipts (Sources of Funds),#{QokZ5jjGLRz.NhSoXUMPK2K}+#{H5NKPaRikyM.NhSoXUMPK2K}+#{cKGenTODtq8.NhSoXUMPK2K}+#{nspiDhcn12j.NhSoXUMPK2K}+#{zo5v2sL2Pcz.NhSoXUMPK2K}+#{YkVzbDfJKMy.NhSoXUMPK2K}+#{FLT5619aj9V.NhSoXUMPK2K},1
Receipts over Expenditure,dYmzM6qIVbU,Receipts over Expenditure,(#{QokZ5jjGLRz.NhSoXUMPK2K}+#{H5NKPaRikyM.NhSoXUMPK2K}+#{cKGenTODtq8.NhSoXUMPK2K}+#{nspiDhcn12j.NhSoXUMPK2K}+#{zo5v2sL2Pcz.NhSoXUMPK2K}+#{YkVzbDfJKMy.NhSoXUMPK2K}+#{FLT5619aj9V.NhSoXUMPK2K})-(#{jY3JFizFzQN.NhSoXUMPK2K}+#{usMDjlboKn4.NhSoXUMPK2K}+#{WuEJXcFURTY.NhSoXUMPK2K}+#{t75eApxzxfv.NhSoXUMPK2K}+#{q04fFLke4PE.NhSoXUMPK2K}+#{IxfhqZSgGy9.NhSoXUMPK2K}+#{QrHdlGiLTpv.NhSoXUMPK2K}+#{nGagRoo4BzA.NhSoXUMPK2K}+#{RijWww0GNyd.NhSoXUMPK2K}+#{sDEtpJj8IeQ.NhSoXUMPK2K}+#{VV8rxMutqgB.NhSoXUMPK2K}+#{W6kjK1t3oha.NhSoXUMPK2K}+#{DOPHF9sDlCE.NhSoXUMPK2K}+#{uHj0fEYrjTx.NhSoXUMPK2K}+#{Q3Dtz4uTL0J.NhSoXUMPK2K}+#{RIdOyfRqT15.NhSoXUMPK2K}+#{KAVPEvsu7GB.NhSoXUMPK2K}+#{sW1FEKkUlno.NhSoXUMPK2K}+#{JgjYnWEbbXI.NhSoXUMPK2K}+#{GeLsHQnBJSl.NhSoXUMPK2K}+#{Anntg74AWAc.NhSoXUMPK2K}+#{NAWDpCTju9c.NhSoXUMPK2K}+#{uIKFwsGjL8l.NhSoXUMPK2K}+#{zfE43ojuX27.NhSoXUMPK2K}+#{Jm0j7eIJw22.NhSoXUMPK2K}+#{Kvrh6Edh4ux.NhSoXUMPK2K}+#{kZVa4Dfz3oW.NhSoXUMPK2K}+#{ozuOGiiROjR.NhSoXUMPK2K}+#{zq5cC1mHOjZ.NhSoXUMPK2K}+#{kkKxlgb0SIK.NhSoXUMPK2K}+#{eWJI88NUHju.NhSoXUMPK2K}+#{ZL5umjFvNZT.NhSoXUMPK2K}+#{kMyKJqs4tP6.NhSoXUMPK2K}+#{JfMlkDb7sfP.NhSoXUMPK2K}+#{ERUP9jd5kr8.NhSoXUMPK2K}+#{VE7bP4Hd0Y8.NhSoXUMPK2K}+#{G10FiANc4uK.NhSoXUMPK2K}+#{jER1yfrClYQ.NhSoXUMPK2K}+#{zmTKl26bqXb.NhSoXUMPK2K}+#{JqVPN31hItf.NhSoXUMPK2K}+#{FNaQfndi92d.NhSoXUMPK2K}+#{pwYhMY7SObK.NhSoXUMPK2K}+#{T6Zosl4H5TG.NhSoXUMPK2K}+#{W53qF6leiPm.NhSoXUMPK2K}+#{MxceLE1Wgwj.NhSoXUMPK2K}+#{HGfobnG3qSX.NhSoXUMPK2K}+#{WypNzlF1rxb.NhSoXUMPK2K}+#{kltZozM5rkg.NhSoXUMPK2K}+#{SWHhf1eE89t.NhSoXUMPK2K}+#{qLWHhVTIp0l.NhSoXUMPK2K}+#{s2Ha3e0xwwp.NhSoXUMPK2K}+#{RMsgMQj2SBM.NhSoXUMPK2K}+#{X3nuiSHRJJP.NhSoXUMPK2K}+#{bDSQEZM3rtd.NhSoXUMPK2K}+#{dvo26Xu2g3G.NhSoXUMPK2K}+#{ksAM140tLvc.NhSoXUMPK2K}+#{mYIZtgEPa5S.NhSoXUMPK2K}+#{RWwJcCEIcZw.NhSoXUMPK2K}+#{u9TiVtfs3or.NhSoXUMPK2K}+#{BsyP5AnR1pE.NhSoXUMPK2K}+#{p4Vk0aCXUKj.NhSoXUMPK2K}+#{ZysDicYyDxN.NhSoXUMPK2K}+#{aLt2Db8y8VE.NhSoXUMPK2K}+#{Mnz4Ts6dMVo.NhSoXUMPK2K}+#{Mnz4Ts6dMVo.NhSoXUMPK2K}+#{Tpp5Fh9rV07.NhSoXUMPK2K}+#{sDEtpJj8IeQ.NhSoXUMPK2K}+#{DOPHF9sDlCE.NhSoXUMPK2K}+#{uHj0fEYrjTx.NhSoXUMPK2K}),1
Relapse PTB+ and are HIV+ out of Tested Relapse PTB+,E5Y4QzCLAr1,% Relapse PTB+ HIV+,#{Vri74blSuoL.oAk5orcJaEF},#{CQVzChlE9qw.oAk5orcJaEF}
Relapse PTB+ out of total TB cases,kjw3pczHfNI,% Relapse PTB+  Total TB,#{MmsSJfunbRu.oAk5orcJaEF},#{MmsSJfunbRu}
Relapse PTB+ tested for HIV of the registered Relapse PTB+,gqBuntm5nyf,% Relapse PTB+ tested HIV,#{CQVzChlE9qw.oAk5orcJaEF},#{MmsSJfunbRu.oAk5orcJaEF}
Relapse PTB-/EPTB  tested HIV+ out of tested Relapse PTB-/EPTB,VTO5UfUV7ES,Relapse PTB-/EPTB HIV+,#{Vri74blSuoL.wMCUnTibIsX},#{CQVzChlE9qw.wMCUnTibIsX}
Relapse PTB-/EPTB tested for HIV   out of registered Relapse PTB-/EPTB,GHjsbOjiE0a,% Relapse PTB-/EPTB,#{CQVzChlE9qw.wMCUnTibIsX},#{MmsSJfunbRu.wMCUnTibIsX}
Relapse PTB-/EPTB+ out of total TB cases,eV0I6ptDxR9,%Relapse PTB-/EPTB,#{MmsSJfunbRu.wMCUnTibIsX},#{MmsSJfunbRu}
Repeat Testers Proportion,xo0jvSL3uz0,Repeat  Testers,#{jbzrwpsfYMN.NhSoXUMPK2K},#{jbzrwpsfYMN.NhSoXUMPK2K}+#{Aioi6LxPb3N.NhSoXUMPK2K}
Reporting Rate (MOH 711),uUp0Wl8wOo1,Reporting Rate (MOH 711),R{UpS2bTVcClZ.ACTUAL_REPORTS},R{UpS2bTVcClZ.EXPECTED_REPORTS}
Reporting Rate within Community Unit,u2vcvolt090,CU Reporting rate,#{mGfDUtnX1uH.NhSoXUMPK2K},#{h8hqsoPBwFq.NhSoXUMPK2K}
Return after Default  HIV+ out of Tested Return after Default,lTWQYgoj7lz,% Return after Default  H,#{Vri74blSuoL.tHclu1dgnFD},#{CQVzChlE9qw.tHclu1dgnFD}
Return after Default and are HIV+ out of Tested Return after Default,fqESKnsF268,% Return Default HIV+,#{Vri74blSuoL.tHclu1dgnFD},#{CQVzChlE9qw.tHclu1dgnFD}
Return after Default out of total TB cases,BczA6ulNEIg,% Return after Default,#{MmsSJfunbRu.tHclu1dgnFD},#{MmsSJfunbRu}
Return after Default tested for HIV of the registered Returnr Default,CixOPuuGyGE,% Returnr Default HIV,#{CQVzChlE9qw.tHclu1dgnFD},#{MmsSJfunbRu.tHclu1dgnFD}
Road traffic injuries (facility) per 1000 OPD visits,cbliztiDulq,RTA injuries (facility) per 1000 opd visits,#{I5611kWZgh8},(#{IxhbkNwhcvE.lHl2rmXpHse} + #{IxhbkNwhcvE.SeDaCnHi3m5} + #{BwROYFIiXKG.lHl2rmXpHse} + #{BwROYFIiXKG.SeDaCnHi3m5})
SFP Recovery Rate- Nutrition 6-59 months,sTB6ocEUVpQ,SFP Recovery Rate- Nutrition 6-59 months,#{myEpgfhSPLZ.g3NguFeSV2h} + #{myEpgfhSPLZ.J4oQVAR80oo},#{myEpgfhSPLZ.g3NguFeSV2h} + #{myEpgfhSPLZ.J4oQVAR80oo} +#{SX03cV81yb0.g3NguFeSV2h} + #{SX03cV81yb0.J4oQVAR80oo} + #{sLFHgquSRGx.g3NguFeSV2h} + #{sLFHgquSRGx.J4oQVAR80oo} + #{WGdahj4S1QU.g3NguFeSV2h} + #{WGdahj4S1QU.J4oQVAR80oo}
SFP total admissions,y2kZ1qQGhsR,SFP total admissions,#{cs3igWdcTtr} + #{IJnsnK5HtAt} + #{B7xc7C2bwmI}  + #{sgvaNvr1bSv},1
SGBV_Proportion of sexual violence survivors who received comprehensive care,mh3d6mtP2MF,SGBV_survivors who received comprehensive care,#{WXQP6ourCcG},#{v4xg5WthUSY}
SGBV_Total SGBV cases,fXRK6N7zP2N,Total SGBV cases,#{v4xg5WthUSY.NhSoXUMPK2K} + #{E4p5o4PgvMc.NhSoXUMPK2K},1
SGBV_Total SGBV cases (<18 yrs),iX9u55ukPtr,SGBV_Total SGBV cases (<18 yrs),#{SdPjpBJwrGq} + #{p75N1HqTcDm},1
SGBV_proportion of sexual violence survivors completed on PEP for HIV,plrjNGIsLci,survivors completed on PEP for HIV,#{E4p5o4PgvMc.NhSoXUMPK2K},#{v4xg5WthUSY.NhSoXUMPK2K}
SSI2022_Total number of Ceaserian sections,pCEWFSsQInH,Total number of Ceaserian sections,#{zCRJ4ewe4zj.gCzcvmYlYd5} + #{oqw6eWy5Zvw.gCzcvmYlYd5},1
SSI_2022_Incidence of surgical site infections(SSI) post caesarean section,CNhiaUPyUd3,Incidence of (SSI) post caesarean section,#{ibkTjUtwb2v.cei2o8zhP8b} + #{Gpndi3wlefY.cei2o8zhP8b} + #{dsBHTvn6sYV.cei2o8zhP8b},#{LVT4UNJmcqh}
Screening test (Determine) MoS,Evw5X3BVjyX,Screening test (Determine) MoS,#{z03HNuc5LEN.CGnwPpnZ7n7},#{BwCUxZno6JV.QvctQfKAQn3}
Severe Malnutrition Coverage,HRVuTimdokZ,Severe Malnutrition Cov,#{K4hrSqX6zW7},#{KNrK5VWTZkx.NhSoXUMPK2K}
Severe Malnutrition Performance,YHL46V3Xtkw,Severe Malnutrition Perf,#{K4hrSqX6zW7},#{Z1KYWodTTTf.ea7VHlwMkhH}
Sinopharm_vaccine_type,ZaxUESUt1Ur,Sinopharm_vaccine_type,#{gOksPnou3je} + #{NHd2e6QGCkk},1
Skilled Deliveries Missed Opportunities,MHmKiukySbZ,Skilled Deliveries Missed Opportunities,#{pct05jgGcLt} - (#{jaPrPmor6WV} + #{rAZBTMa7Jy3} + #{sMqM8DwiAaj} + #{Kx64gGqaFVq}),1
Smear Negative Pulmonary TB,kHwPzZc7uBp,Smear Negative,#{hNsd8cQIYun.vVketPHJwSY}+#{hNsd8cQIYun.g6112VF7T29}+#{hNsd8cQIYun.omEDL5LVgDJ}+#{hNsd8cQIYun.j03wX0lCHZc},#{BRzqHfgsmn9.vVketPHJwSY}+#{BRzqHfgsmn9.g6112VF7T29}+#{BRzqHfgsmn9.omEDL5LVgDJ}+#{BRzqHfgsmn9.j03wX0lCHZc}
Smear Positive Pulmonary TB,GenEEw5KWtJ,Smear Positive,"#{VihTrdMMli8.vVketPHJwSY}+#{VihTrdMMli8.g6112VF7T29}+
#{VihTrdMMli8.omEDL5LVgDJ}+#{VihTrdMMli8.j03wX0lCHZc}",#{BRzqHfgsmn9.vVketPHJwSY}+#{BRzqHfgsmn9.g6112VF7T29}+#{BRzqHfgsmn9.omEDL5LVgDJ}+#{BRzqHfgsmn9.j03wX0lCHZc}
Smear negative TB Total,byFQe3vxS4a,Smear negative TB Total,#{hNsd8cQIYun},1
Smear positive TB Total,wJbXrg7ZpR9,Smear positive TB Total,#{VihTrdMMli8},1
"Sodium chloride, 0.9% (isotonic), (500mL bottle) (Bottle) MoS",qOKc8iEdsZ8,"Sodium chloride, 0.9% (isotonic), (500mL bottle) ",#{jiOLjNl8eXE.n8XlCFUpWOG},#{ZkMqBIlB6h4.QvctQfKAQn3}
Sodium hypochlorite solution 4-6% (5Lt Jar) MoS,mLJhBXN6d3m,Sodium hypochlorite solution 4-6% (5Lt Jar),#{VwIbS3g8kPG.n8XlCFUpWOG},#{JGcQHMwZP0b.QvctQfKAQn3}
Stabilisation Centre total admissions,jRrjjBG0cov,SC total admissions,#{Bd0iiac6bo5.KfdnIJGDpJ4} + #{Bd0iiac6bo5.g3NguFeSV2h} + #{Bd0iiac6bo5.J4oQVAR80oo} + #{uiZFrHhwcMJ.KfdnIJGDpJ4} + #{uiZFrHhwcMJ.g3NguFeSV2h} + #{uiZFrHhwcMJ.J4oQVAR80oo} + #{vGdvTPt1JQV.KfdnIJGDpJ4} + #{vGdvTPt1JQV.g3NguFeSV2h} + #{vGdvTPt1JQV.J4oQVAR80oo} + #{NMTIio5bwmM.KfdnIJGDpJ4} + #{NMTIio5bwmM.g3NguFeSV2h} + #{NMTIio5bwmM.J4oQVAR80oo},1
Started ART,nVYOxM6Qevp,Number Started on ART (Sum all age groups),#{jthpt5cVV9c} + #{LC2OqnUC5Sn} + #{DaNcGZnkclz} + #{yWkSi8L3qGm} + #{Hbc2qRi0U5x} + #{mACm1JUzeLT} + #{zNCSlBKbS6d} + #{K59f8nZ5vhy} + #{Nv4OkbdDvmm} + #{SCMKsiNj6c5},1
"Started on Infant Prophylaxis in ANC, L&D and PNC",LhVCexhVr4n,"Started on Infant Prophylaxis in ANC, L&D and PNC",#{RY1js5pK2Ep} + #{HAumxpKBaoK} + #{Jn6ATTfXp02},1
Still birth rate,lQcIWTAxqMa,Still birth rate,(#{rYn8RCcHJg1.NhSoXUMPK2K})+(#{wZtDYVBa41h.NhSoXUMPK2K}),(#{rYn8RCcHJg1.NhSoXUMPK2K}+#{wZtDYVBa41h.NhSoXUMPK2K})+#{UqKC1DJnymn.NhSoXUMPK2K}
Stunting Rate,cuujj7SE9fZ,Stunting Rate,#{fGAuIUP6lHC}+#{mnsOAdOfXSi}+#{YloG1P6jXSR},#{KNrK5VWTZkx}
Sub-county TB_2017 Rifapentine + Isoniazid 300/300mg,aya5qGHWYv1,Rifapentine + Isoniazid 300/300mg,(#{Ak39JAb6v08.e2os98CantY} * 2) - #{APyPtjgxmmm.i65ATXAav6k},1
Sub-county TB_2017 Rifapentine 150mg,ZY3YFqiW86m,Sub-county TB_2017 Rifapentine 150mg,(#{BfXSH6Bcgd8.e2os98CantY} * 2) - #{aLIbEUxsRpC.i65ATXAav6k},1
Subcount TB_2017 Amoxiclavulin 1gm,Krprg54ehAF,Amoxiclavulin 1gm,(#{mHP7rUjFTTY.e2os98CantY} * 3) - (#{mHP7rUjFTTY.TRw8Amoledr} + #{u33m3ptjO4F.TRw8Amoledr}),1
Subcount TB_2017 Azithromycin 500mg,PBejqxhvG7V,Azithromycin 500mg,(#{WFCn1iUUcIC.voMGxzxapMN} * 3) - (#{WFCn1iUUcIC.TRw8Amoledr} + #{V7YK0NMirAW.TRw8Amoledr}),1
Subcount TB_2017 Beclomethasone inhaler,NtZrZKSOa2J,Beclomethasone inhaler,(#{Y7gPHtYCDr3.e2os98CantY} * 3) - (#{Y7gPHtYCDr3.TRw8Amoledr} + #{yUUYYPvGa9f.TRw8Amoledr}),1
Subcount TB_2017 Carbamezebine 200mg,HDNdHgS1Aez,Subcount TB_2017 Carbamezebine 200mg,(#{nADIXnQjn5X.e2os98CantY} * 3) - (#{jhvmdN8Wzbz.i65ATXAav6k} + #{nADIXnQjn5X.TRw8Amoledr}),1
Subcount TB_2017 Dexamethazone 6mg  ,eh6DM4aJgfk,Dexamethazone 6mg  ,(#{LsESMSgHcBJ.e2os98CantY} * 3) - (#{LsESMSgHcBJ.TRw8Amoledr} + #{jTFhfOAMAZJ.TRw8Amoledr}),1
Subcount TB_2017 Formoterol fumarate tubohaler,JEXggH2pBzP,Formoterol fumarate tubohaler,(#{jlOADslbCdY.e2os98CantY} * 3) - (#{jlOADslbCdY.TRw8Amoledr}  + #{N1LncVEUWND.TRw8Amoledr}),1
Subcount TB_2017 Gloves,PPJgUBGzav5,Gloves,(#{XDfVSKTx8fb.e2os98CantY} * 3) - (#{XDfVSKTx8fb.TRw8Amoledr} + #{YJ0WA2Eu6EW.TRw8Amoledr}),1
Subcount TB_2017 Hydrocortisone 20mg,FSH43IusbkY,Hydrocortisone 20mg,(#{t5DU9lxKgcW.e2os98CantY} * 3) - (#{t5DU9lxKgcW.TRw8Amoledr} + #{ECzsR9MiH1l.TRw8Amoledr}),1
Subcount TB_2017 Hydroxyquinolone (HCQ) 600mg,D2bq4gNMXUo,Hydroxyquinolone (HCQ) 600mg,(#{TKDMm5FgSRr.e2os98CantY} * 3) - (#{TKDMm5FgSRr.TRw8Amoledr} + #{eHEYO2RHOEM.TRw8Amoledr}),1
Subcount TB_2017 Inhalers,PzjT2M7xywP,Inhalers,(#{tqvroR4eECO.e2os98CantY}  * 3) - (#{tqvroR4eECO.TRw8Amoledr} + #{tjuzwl6mABi.TRw8Amoledr}),1
Subcount TB_2017 Ipratropium bromide inhaler,mXpoG8s3jQr,Ipratropium bromide inhaler,(#{Zvq6hyfQSzm.e2os98CantY} * 3) - (#{Zvq6hyfQSzm.TRw8Amoledr} + #{BPR8n4apoMY.TRw8Amoledr}),1
Subcount TB_2017 Masks KN95,rEkCUpJ33YI,Masks KN95,(#{gAq62iuXlyH.e2os98CantY} * 3) - (#{gAq62iuXlyH.TRw8Amoledr} + #{OBAk9BarSfF.TRw8Amoledr}),1
Subcount TB_2017 Masks N95,j4nJ1OPInVI,Masks N95,(#{ycKXmDGOcVQ.e2os98CantY} * 3 ) - (#{ycKXmDGOcVQ.TRw8Amoledr} + #{gZY2vrPDYW5.TRw8Amoledr}),1
